Date-py,Symbol,Abs_Pct_Change
2023-09-29,LULU,0.017440593667546134
2023-10-03,LULU,0.03792506286599784
2023-10-05,LULU,0.02631726787921207
2023-10-09,LULU,0.014759582771200819
2023-10-16,LULU,0.10312693688936991
2023-10-17,LULU,0.0088805992386497
2023-11-07,LULU,0.014070326832102076
2023-11-08,LULU,0.009789907854722557
2023-11-20,LULU,0.014534572888293962
2023-11-27,LULU,0.00905596375171469
2023-11-29,LULU,0.024828734778677974
2023-11-30,LULU,0.019276792253539954
2023-12-01,LULU,0.04433750566707717
2023-12-06,LULU,0.008185105064880238
2023-12-08,LULU,0.05373706351048746
2024-01-05,LULU,0.009879020161290275
2024-01-16,LULU,0.019189879905030294
2024-01-23,LULU,0.01014757485688933
2024-02-01,LULU,0.017892545226636525
2024-02-08,LULU,0.03327146040415063
2024-02-16,LULU,0.02043663073597335
2024-02-22,LULU,0.026608982184370245
2024-03-12,LULU,0.016427798050773212
2024-03-22,LULU,0.16805196239288245
2023-03-22,TSLA,0.0
2023-03-22,TSLA,0.0
2023-03-22,TSLA,0.0
2023-03-22,TSLA,0.0
2023-03-22,TSLA,0.0
2023-03-31,TSLA,0.06237201998346986
2023-04-03,TSLA,0.06116843040499842
2023-04-05,TSLA,0.036660078547511965
2023-04-12,TSLA,0.03346003658772023
2023-04-13,TSLA,0.02968871833289577
2023-04-20,TSLA,0.0974582833480987
2023-04-24,TSLA,0.0153258963493349
2023-04-26,TSLA,0.04306963394622054
2023-04-27,TSLA,0.04188619186991871
2023-04-28,TSLA,0.025719432851995405
2023-05-05,TSLA,0.05496278638268226
2023-05-09,TSLA,0.015367594781845129
2023-05-12,TSLA,0.023826161973196647
2023-05-17,TSLA,0.04407877025993834
2023-05-22,TSLA,0.048462285158556107
2023-05-26,TSLA,0.04716212366692618
2023-05-30,TSLA,0.04136256190259946
2023-06-01,TSLA,0.017604134375662994
2023-06-08,TSLA,0.04582087402259383
2023-06-09,TSLA,0.040619913818360054
2023-06-12,TSLA,0.022217709219747528
2023-06-13,TSLA,0.0355441257211373
2023-06-23,TSLA,0.03027088717003623
2023-06-26,TSLA,0.060600166158998436
2023-06-27,TSLA,0.038000430972821686
2023-06-28,TSLA,0.024099687587635144
2023-07-03,TSLA,0.06895373327153997
2023-07-17,TSLA,0.031985215154147095
2023-07-18,TSLA,0.010193508330575307
2023-07-20,TSLA,0.09737009897101911
2023-07-21,TSLA,0.010954754909579756
2023-07-24,TSLA,0.034766592502240234
2023-07-25,TSLA,0.014048907411350009
2023-07-27,TSLA,0.03268393721920326
2023-07-28,TSLA,0.04196157641965104
2023-07-31,TSLA,0.0037156245029603685
2023-08-01,TSLA,0.023781872514202385
2023-08-02,TSLA,0.026659538872268684
2023-08-03,TSLA,0.0205029553323246
2023-08-04,TSLA,0.021055089667647464
2023-08-09,TSLA,0.03007607164688919
2023-08-10,TSLA,0.013006292472800052
2023-08-11,TSLA,0.010964384298759122
2023-08-15,TSLA,0.02836164556977072
2023-08-16,TSLA,0.031593409936667705
2023-08-21,TSLA,0.07327483239883903
2023-08-25,TSLA,0.037167463311477356
2023-08-29,TSLA,0.07687792254356651
2023-09-05,TSLA,0.046855210947618575
2023-09-06,TSLA,0.017817428274686242
2023-09-11,TSLA,0.10092550100603637
2023-09-14,TSLA,0.017471512014958224
2023-09-15,TSLA,0.005977372649629165
2023-09-18,TSLA,0.03320097489699114
2023-09-21,TSLA,0.026238619539793895
2023-09-22,TSLA,0.0423151823501976
2023-10-04,TSLA,0.05934371094529567
2023-10-10,TSLA,0.015211544661493326
2023-10-12,TSLA,0.015665976488306477
2023-10-13,TSLA,0.029937807199324262
2023-10-18,TSLA,0.047753630423693294
2023-10-19,TSLA,0.09300310141347323
2023-10-20,TSLA,0.036890627245965146
2023-10-26,TSLA,0.03135299436355321
2023-10-27,TSLA,0.0074844869625896315
2023-10-31,TSLA,0.0176327269070089
2023-11-01,TSLA,0.02399924365662698
2023-11-02,TSLA,0.06248172104479788
2023-11-09,TSLA,0.054612601618060475
2023-11-10,TSLA,0.022240204252599316
2023-11-13,TSLA,0.0422083077253661
2023-11-14,TSLA,0.061239982885521904
2023-11-28,TSLA,0.04506946335928941
2023-12-12,TSLA,0.011387377755331163
2023-12-14,TSLA,0.04914543166876184
2023-12-19,TSLA,0.020390348140349568
2023-12-20,TSLA,0.039188251150034104
2023-12-21,TSLA,0.029780695273046387
2023-12-22,TSLA,0.0077014027504911375
2023-12-28,TSLA,0.031594281429052296
2023-12-29,TSLA,0.018563856268058232
2024-01-09,TSLA,0.022832148340596548
2024-01-11,TSLA,0.028725318212145634
2024-01-17,TSLA,0.019826296760923956
2024-01-25,TSLA,0.12125293151852057
2024-01-29,TSLA,0.04190992087312417
2024-02-05,TSLA,0.03645365256870503
2024-02-06,TSLA,0.022313089830035215
2024-02-13,TSLA,0.02184660017417217
2024-02-15,TSLA,0.06221180416786276
2024-02-20,TSLA,0.030957749901841636
2024-02-23,TSLA,0.027556875992971408
2024-03-13,TSLA,0.04539820501175762
2024-03-14,TSLA,0.041184777936860484
2024-03-18,TSLA,0.06254200380391262
