Symbol,Daily_Pct_Change
BTC-USD,0.00051341647933461
GOOG,0.000330085124117386
GOOGL,0.00033211821462775703
GOOGL.A,-0.04165133927520548
GOOGL.z,0.0
LULU,0.0002628683089670962
RDDT,-0.008692111591834095
TSLA,-2.852171089389081e-06
